Field,Activity,RowID,Activity Description,Reporting Name,Operation Seq,Department Code,Long Description,Required / Std Spec
JAS,CEDE-H1000-06,162,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),170,MECH,Change cooling water filter WF2076(2 ea),
JAS,CEDE-H1000-06,163,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),180,MECH,Clean or replace air intake primary filter  AF25544(2 ea),
JAS,CEDE-H1000-06,164,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),190,MECH,Clean or replace air intake secondary filter AF25545 (2ea),
JAS,CEDE-H1000-06,165,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),200,MECH,Clean crankcase breather internally using a brush and diesel,
JAS,CEDE-H1000-06,166,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),205,MECH,Inspect and clean up Eco vent filter and replace if necessary,
JAS,CEDE-H1000-06,167,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),210,MECH,Inspect air inlet system piping/manifold and exhaust piping/bellows for leaks,
JAS,CEDE-H1000-06,168,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),220,MECH,"Check battery electrolyte, Connections loose or corroded",
JAS,CEDE-H1000-06,169,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),221,MECH,"Check battery charger, Power supply and any alarm fault lamps",
JAS,CEDE-H1000-06,170,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),222,MECH,Check heater voltage with multimeter 120 VAC,
JAS,CEDE-H1000-06,171,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),223,MECH,Check any alarm fault lamps in gas detectors,
JAS,CEDE-H1000-06,172,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),224,MECH,Check PCC3100 Display any alarm fault and AC Amp/AC Voltmeters normal working,
JAS,CEDE-H1000-06,173,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),225,MECH,Check all control board & cable connection loose or corroded,
JAS,CEDE-H1000-06,174,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),226,MECH,Remove generator air Inlet filter and check for cleanliness. If dirty please change out for new,
JAS,CEDE-H1000-06,175,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),230,MECH,Clean electrical connections and battery,
JAS,CEDE-H1000-06,176,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),240,MECH,Inspect alternator and cooler fan drive belts for cracks and looseness and tension/change as necessary,
JAS,CEDE-H1000-06,177,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),241,MECH,Inspect and re-tighten with torque all bolts of cooling fan shaft beam support,
JAS,CEDE-H1000-06,178,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),250,MECH,After re-starting:,
JAS,CEDE-H1000-06,179,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),260,MECH,Check oil pressure is between 310 - 386 kpa (45 - 56 psi),45 - 56 psi
JAS,CEDE-H1000-06,180,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),270,MECH,Check water temperature is between 82 - 95 degree C (180 - 203 degree F),180 - 203 degree F
JAS,CEDE-H1000-06,181,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),280,MECH,"Check for noises, knocks, leaks or any loose parts, rectify or report before leaving",
JAS,CEDE-H1000-06,182,"Job for Mechanic Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",- 1000 HR SERVICE(ELIMINATOR -SWHE INSPECTION & CLEANING ),290,MECH,Close work permt,
JAS,CEDE-H1000-07,183,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),10,MECH,Open work permit/JSA,
JAS,CEDE-H1000-07,184,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),11,MECH,"Before shutdown:Take an oil sample for Focuslab analysis, at the standard position before the oil filters",
JAS,CEDE-H1000-07,185,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),20,MECH,After shutting down,
JAS,CEDE-H1000-07,186,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),30,MECH,"Check and adjust engine valve lash: Exhaust .027"" / Intake valve  .014""",
JAS,CEDE-H1000-07,187,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),31,MECH,Check the torque of the rocker for the injector push rod @ 90 inch pounds.  Follow up with Inner base circle method to confirm required freeplay,
JAS,CEDE-H1000-07,188,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),40,MECH,"Measure crankshaft clearance, Min 0.13 mm (0.005""), Max 0.61 mm (0.020"") using a feeler gauge",
JAS,CEDE-H1000-07,189,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),70,MECH,"Drain crankcase oil, refill with Oil Premium Blue 15W/40 oil",
JAS,CEDE-H1000-07,190,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),80,MECH,Ensure engine lube oil refilling cap is tighten properly,
JAS,CEDE-H1000-07,191,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),90,MECH,Clean PT diesel pump filter,
JAS,CEDE-H1000-07,192,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),100,MECH,Check cyclinder head for gasket leaks and arrange for replacement if leaking,
JAS,CEDE-H1000-07,193,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),110,MECH,Check radiator for leaks and corrosion,
JAS,CEDE-H1000-07,194,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),120,MECH,Check and clean radiator core (externally) if necessary,
JAS,CEDE-H1000-07,195,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),130,MECH,Ensure radiator refilling cap is tighten properly,
JAS,CEDE-H1000-07,196,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),150,MECH,Change lube oil filter full fow LF3325(5 ea),
JAS,CEDE-H1000-07,197,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),160,MECH,Change lube oil filter LF777(2 ea)-Not only engine without eliminator,
JAS,CEDE-H1000-07,198,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),170,MECH,Remove eliminator centifuge filter and replace a paper insert,
JAS,CEDE-H1000-07,199,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),180,MECH,SWHE Inspection and cleaning (Ensure SWHE unit is in isolation and use high pressure steam to cleaning),
JAS,CEDE-H1000-07,200,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),190,MECH,"Change fuel primary filter 2010PM-OR ""Parker-Racor""(3 ea)",
JAS,CEDE-H1000-07,201,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),200,MECH,"Inspect coolant lines and hoses, replace as necessary",
JAS,CEDE-H1000-07,202,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),210,MECH,Drain sediments from fuel tank,
JAS,CEDE-H1000-07,203,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),220,MECH,Change fuel separator filter FS1006(2 ea),
JAS,CEDE-H1000-07,204,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),230,MECH,"Inspect fuel solenoid valves, level switch and relay and makesure they are working properly",
JAS,CEDE-H1000-07,205,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),240,MECH,Change cooling water filter WF2076(2 ea),
JAS,CEDE-H1000-07,206,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),250,MECH,Clean or replace air intake primary filter  AF25544(2 ea),
JAS,CEDE-H1000-07,207,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),260,MECH,Clean or replace air intake secondary filter AF25545 (2ea),
JAS,CEDE-H1000-07,208,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),270,MECH,Clean crankcase breather internally using a brush and diesel,
JAS,CEDE-H1000-07,209,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),275,MECH,Inspect and clean up Eco vent filter and replace if necessary,
JAS,CEDE-H1000-07,210,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),280,MECH,Inspect air inlet system piping/manifold and exhaust piping/bellows for leaks,
JAS,CEDE-H1000-07,211,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),290,MECH,"Check battery electrolyte, Connections loose or corroded",
JAS,CEDE-H1000-07,212,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),300,MECH,"Check battery charger, Power supply and any alarm fault lamps",
JAS,CEDE-H1000-07,213,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),310,MECH,Check heater voltage with multimeter 120 VAC,
JAS,CEDE-H1000-07,214,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),320,MECH,Check any alarm fault lamps in gas detectors,
JAS,CEDE-H1000-07,215,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),330,MECH,Check PCC3100 Display any alarm fault and AC Amp/AC Voltmeters normal working,
JAS,CEDE-H1000-07,216,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),340,MECH,Check all control board & cable connection loose or corroded,
JAS,CEDE-H1000-07,217,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),350,MECH,Remove generator air Inlet filter and check for cleanliness. If dirty please change out for new,
JAS,CEDE-H1000-07,218,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),360,MECH,Clean electrical connections and battery,
JAS,CEDE-H1000-07,219,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),370,MECH,Inspect alternator and cooler fan drive belts for cracks and looseness and tension/change as necessary,
JAS,CEDE-H1000-07,220,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),371,MECH,"Open radiator fan bearing and inspect grease, and lock nut tightness. Apply new grease and follow the bearing tighness check as per attachment. Check bearing if it is 22213 or 22215",
JAS,CEDE-H1000-07,221,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),372,MECH,"Check torqe on the bearing. Bearing cap bolt is 80 Nm, and housing attachment bolt is 200 Nm with lubricant.",500 hours
JAS,CEDE-H1000-07,222,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),373,MECH,Inspect and re-tighten with torque all bolts of cooling fan shaft beam support,
JAS,CEDE-H1000-07,223,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),380,MECH,Re grease for fan idler pivot arm and front engine support,
JAS,CEDE-H1000-07,224,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),390,MECH,After re-starting:,
JAS,CEDE-H1000-07,225,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),400,MECH,Check oil pressure is between 310 - 386 kpa (45 - 56 psi),
JAS,CEDE-H1000-07,226,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),410,MECH,Check water temperature is between 82 - 95 degree C (180 - 203 degree F),
JAS,CEDE-H1000-07,227,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),420,MECH,"Check for noises, knocks, leaks or any loose parts, rectify or report before leaving",
JAS,CEDE-H1000-07,228,Job for Mechanic Cummins engine model KTA50-G9 1500 hrs service (With Injector and Eliminator),- 1000 HR SERVICE (WITH INJECTOR AND ELIMINATOR 1st1000HrPM after 12000Hrs),430,MECH,Close work permt,
JAS,CEDE-H1200-01,229,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,10,MECH,Open workpermit/JSA,
JAS,CEDE-H1200-01,230,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,20,MECH,Check engine oil level (Adjust if necessary),
JAS,CEDE-H1200-01,231,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,30,MECH,Check fuel tank,
JAS,CEDE-H1200-01,232,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,40,MECH,Check gauges and lamp,
JAS,CEDE-H1200-01,233,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,50,MECH,Check air filter,
JAS,CEDE-H1200-01,234,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,60,MECH,Check fuel / water seperator drain,
JAS,CEDE-H1200-01,235,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,70,MECH,Check battery connections/ Electrolyte,
JAS,CEDE-H1200-01,236,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,80,MECH,Check radiator coolant level,
JAS,CEDE-H1200-01,237,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,90,MECH,Check fan/ alterator belts,
JAS,CEDE-H1200-01,238,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,100,MECH,"Check Hoses (oil, air ,intake, etc)",
JAS,CEDE-H1200-01,239,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,110,MECH,Check Automatic Shutdown system visual,
JAS,CEDE-H1200-01,240,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,120,MECH,Check Fasteners/ Guards,
JAS,CEDE-H1200-01,241,Job for MECH Tech Rental Diesel Generator - 1200 Hr Service,- 1200 Hourly Service,125,MECH,Check Shutdown switch setting test,
