Field,Activity,Activity Description,Operation Seq,Component,Component Description,UOM,Quantity
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",180,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",210,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,2
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",230,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,1
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",240,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,2
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",250,1002596,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 319.02 X 687.32MM., MFG FLEETGUARD, P/N AF4674",PCS,2
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",260,1002598,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 187.45 X 644.65MM., MFG FLEETGUARD, P/N AF4675",PCS,2
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",300,1006793,"PUMP, TYPE WATER PUMP QST30 FOR GEN SET WPA, MFG CUMMINS, P/N 4090031",PCS,1
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",310,1006797,"TURBOCHARGER, ENGINE, HX82, MFG CUMMINS, P/N 4955510",SET,2
JAS,CEDE-H6000-01,"Job for Mechanic Cummins engine model QST30-G4 6,000 hr service",190,1016043,"ELEMENT, COOLANT FILTER, EXTENDEDER, THREAD SIZE 11/16-16 UN-2B  FOR KTA50 ENGINE, MFG CUMMINS, P/N WF2121",EA,2
JAS,PUSC-H250-01,Job for Mechanic Bornemann crude transfer pumps model w8.5z 250 hr or monthly service,50,1002726,"OIL, VISC RTG 150, FLASH POINT 250 DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N OMALA S2 G150",PAI,1
JAS,PUSC-H250-01,Job for Mechanic Bornemann crude transfer pumps model w8.5z 250 hr or monthly service,70,1002798,"OIL, TYPE MORLINA S2 BL10, VISC RTG 10, FLASH POINT 150 DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N MORLINA S2 BL10/20 L",PAI,0
JAS,WHCP-M01-01,Job for E&I Tech Wellhead control panel monthly service,50,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.5
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",40,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",120,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,3
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",150,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,4
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",180,1002655,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 384.05 X 622.3MM., MFG FLEETGUARD, P/N AF25544",PCS,2
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",190,1002656,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 251.21 X 596.9MM., MFG FLEETGUARD, P/N AF25545",PCS,2
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",110,1004785,"KIT, TYPE ELIMINATOR, APP LUBRICATION OIL CLR CVN, MFG CUMMINS, P/N 3633026",SET,1
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",170,1016043,"ELEMENT, COOLANT FILTER, EXTENDEDER, THREAD SIZE 11/16-16 UN-2B  FOR KTA50 ENGINE, MFG CUMMINS, P/N WF2121",EA,2
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",205,1018479,"ELEMENT, FILTER, TYPE ECOVENT FOR KTA50/G9 AND QSK78, MFG CUMMINS, P/N 88465A",EA,2
JAS,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",205,1018480,"GASKET, COVER ECOVEN FOR KTA50/G9, MFG CUMMINS, P/N Q58403-20",EA,2
JAS,VAGA-M06-01,Job for Well Integrity WSVC X-MAS Tree Valves - 6 Monthly Inspection & Greasing,20,1004619,"GREASE, HIGH TEMPERATURE, TYPE CLARE-601, GATE VALVE LUBRICANT, TEMP RATING 20-250DEG.F, THICKENER INORGANIC, NON-SOAP, VISC RTG 14.5, COLOR BLACK, CONT 5 US GAL/18KG, MFG RS CLARE, P/N CLARE-601-18",PAI,3
JAS,DYIA-H8000-02,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",80,1002753,"DESICCANT, HUMIDITY ABSORB, CONTAINER 145 KGS, MFG ATLAS COPCO, P/N 1617603406",SET,1
JAS,DYIA-H8000-02,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",130,1003256,"KIT, TYPE FILTER REPLACEMENT, CONTAINS PD170+, FILTER ELEMENT, MFG ATLAS COPCO, P/N 2901300107",EA,1
JAS,DYIA-H8000-02,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",140,1003257,"KIT, TYPE FILTER REPLACEMENT, CONTAINS A DD/DDP 170+, CONTAINS B FILTER ELEMENT, MFG ATLAS COPCO, P/N 2901200406/2901300007",EA,1
JAS,CHHD-H500-02,Job for Mechanic Nautilius marine crane swing mechanism 500 hr or 6-monthly service,50,1002645,"OIL, VISC RTG 220, FLASH POINT 240 DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N OMALA S2 GX220",PAI,1
JAS,CHHD-H500-02,Job for Mechanic Nautilius marine crane swing mechanism 500 hr or 6-monthly service,60,1003486,"GREASE, TYPE GADUS S2 V220 2, TEMP RTG -20 TO 130 DEG C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN/18L, MFG SHELL, P/N GADUS S2 V220 2/18 L",PAI,0.1
JAS,CHHD-H500-02,Job for Mechanic Nautilius marine crane swing mechanism 500 hr or 6-monthly service,70,1003486,"GREASE, TYPE GADUS S2 V220 2, TEMP RTG -20 TO 130 DEG C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN/18L, MFG SHELL, P/N GADUS S2 V220 2/18 L",PAI,0.1
JAS,CHHD-H2000-01,"Job for Mechanic Nautilius marine crane model 60B2A-70 Hydraulic system 2,000 hr or annual service",20,1002713,"OIL, TYPE TELLUS S2 M68, VISC RTG 68, FLASH POINT 235DEG.C, CONTAINER DRUM 209L, MFG SHELL, P/N TELLUS S2 M68/209L",DRM,10
JAS,CHHD-H2000-01,"Job for Mechanic Nautilius marine crane model 60B2A-70 Hydraulic system 2,000 hr or annual service",40,1002649,"ELEMENT, FILTER, TYPE HYDRAULIC, MFG BALDWIN, P/N PT763",EA,1
JAS,PUSC-M03-01,Job for Mechanic Moyno closed drain pump 3-monthly service,130,1002647,"OIL, TYPE TELLUS S2 MX68, VISC RTG 68, FLASH POINT 235DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N TELLUS S2 M68/20L",PAI,1
JAS,CEDE-H250-03,Job for Mechanic Caterpillar engine model 3306DIT 250 hr or 3-monthly service,60,1002641,"ELEMENT, FILTER, TYPE OIL - SPIN-ON, SIZE 107.9 X 254.6MM, FILTER RETENTION 35 MICRON, MATL CELLULOSE/SYNTHETIC, MFG CATERPILLAR, P/N 1R-0739",EA,1
JAS,CEDE-H250-03,Job for Mechanic Caterpillar engine model 3306DIT 250 hr or 3-monthly service,100,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,1
JAS,CEDE-H250-03,Job for Mechanic Caterpillar engine model 3306DIT 250 hr or 3-monthly service,130,1002605,"ELEMENT, FILTER, TYPE FUEL - SPIN-ON SECONDARY, SIZE 85.7 X 181.5MM, MATAL CELLULOSE, MFG CATERPILLAR, P/N 1R-0750",EA,1
JAS,CEDE-H250-03,Job for Mechanic Caterpillar engine model 3306DIT 250 hr or 3-monthly service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
JAS,WIHW-H500-01,Job for Mechanic Braden hydraulic load and auxiliary hoist 500 hr or 6-monthly service,40,1002645,"OIL, VISC RTG 220, FLASH POINT 240 DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N OMALA S2 GX220",PAI,1
JAS,PUPG-Y01-01,Job for Mechanic FMC M06 Closed drain reciprocating triplex pump  annual service,80,1007056,"GREASE, FOR PACKED PLUNGER EASTERN 12 HI TEMP",PAI,0.25
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,80,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,2
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,50,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,60,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,70,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,110,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,1
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,130,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,1
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,140,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,2
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,150,1002596,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 319.02 X 687.32MM., MFG FLEETGUARD, P/N AF4674",PCS,2
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,160,1002598,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 187.45 X 644.65MM., MFG FLEETGUARD, P/N AF4675",PCS,2
JAS,CEDE-H250-01,Job for Mechanic & E&I Cummins engine model QST30-G4 250 hr service,80,1016043,"ELEMENT, COOLANT FILTER, EXTENDEDER, THREAD SIZE 11/16-16 UN-2B  FOR KTA50 ENGINE, MFG CUMMINS, P/N WF2121",EA,2
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",50,1006817,DUPLICATED PLEASE USE ITEM 1003331,EA,6
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",160,1002628,DUPLICATE ITEM 1010803,EA,1
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",90,1002641,"ELEMENT, FILTER, TYPE OIL - SPIN-ON, SIZE 107.9 X 254.6MM, FILTER RETENTION 35 MICRON, MATL CELLULOSE/SYNTHETIC, MFG CATERPILLAR, P/N 1R-0739",EA,1
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",140,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,2
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",150,1003580,"ELEMENT, FILTER, TYPE FUEL PRIMARY, MFG BALDWIN, P/N N45424-558",EA,1
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",80,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",50,1003331,"NOZZLE, FUEL INJECTION, MFG CATERPILLAR, P/N 8N-7005",EA,1
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",160,1002628,DUPLICATE ITEM 1010803,EA,1
JAS,CEDE-H2000-03,"Job for Mechanic Caterpillar engine model  3126DITA 2,000 hr or annual service",160,1010803,"FILTER, FUEL, TYPE ADVANCE EFFICIENCY, MFG CATERPILLAR, P/N 1R-0751",PCS,1
JAS,CEDE-H250-04,Job for Mechanic Caterpillar engine model 3126DITA 250 hr or 3- monthly service,130,1002628,DUPLICATE ITEM 1010803,EA,1
JAS,CEDE-H250-04,Job for Mechanic Caterpillar engine model 3126DITA 250 hr or 3- monthly service,60,1002641,"ELEMENT, FILTER, TYPE OIL - SPIN-ON, SIZE 107.9 X 254.6MM, FILTER RETENTION 35 MICRON, MATL CELLULOSE/SYNTHETIC, MFG CATERPILLAR, P/N 1R-0739",EA,1
JAS,CEDE-H250-04,Job for Mechanic Caterpillar engine model 3126DITA 250 hr or 3- monthly service,100,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,1
JAS,CEDE-H250-04,Job for Mechanic Caterpillar engine model 3126DITA 250 hr or 3- monthly service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
JAS,CEDE-H250-04,Job for Mechanic Caterpillar engine model 3126DITA 250 hr or 3- monthly service,130,1002628,DUPLICATE ITEM 1010803,EA,1
JAS,CEDE-H250-04,Job for Mechanic Caterpillar engine model 3126DITA 250 hr or 3- monthly service,130,1010803,"FILTER, FUEL, TYPE ADVANCE EFFICIENCY, MFG CATERPILLAR, P/N 1R-0751",PCS,1
JAS,PUCE-H1000-01,"Job for Mechanic Flowserve pump model 4HPX15A/ERPN 80-400 1,000 hr or 3-monthly service",70,1003684,"OIL, INDUSTRIAL, TYPE TURBO T, VISC RTG 100, FLASH POINT >250DEG.C, CONTAINER PAIL PER 18L",PAI,0.1
JAS,COSC-H4000-01,"Job for Mechanic Air compressor Atlas Copco GA75PLUS 4,000 hr service",220,1002624,"DUPLICATED, PLEASE USE ITEM 1003255",PAI,1.5
JAS,COSC-H4000-01,"Job for Mechanic Air compressor Atlas Copco GA75PLUS 4,000 hr service",230,1004076,"KIT, TYPE FILTER REPLACEMENT, CONTAINS OIL FILTER ELEMENT ASSY, MFG ATLAS COPCO, P/N 2901194502",EA,1
JAS,COSC-H4000-01,"Job for Mechanic Air compressor Atlas Copco GA75PLUS 4,000 hr service",240,1004076,"KIT, TYPE FILTER REPLACEMENT, CONTAINS OIL FILTER ELEMENT ASSY, MFG ATLAS COPCO, P/N 2901194502",EA,1
JAS,COSC-H4000-01,"Job for Mechanic Air compressor Atlas Copco GA75PLUS 4,000 hr service",220,1003255,"OIL, INDUSTRIAL, TYPE ROTO, VISC RTG 100, FLASH POINT 240 DEG.C, CONTAINER CAN 20L, MFG ATLAS COPCO, P/N 1630091800",CAN,0
JAS,COSC-H8000-01,"Job for Mechanic Air compressor sullair model LS100-40XH 8,000 hr service",30,1002646,"OIL, INDUSTRIAL, TYPE SULLUBE 32, VISC RTG 188, FLASH POINT 220DEG C, CONTAINER PAIL/5 GALLON, FOR WPA AIR COMPRESSOR, MFG SULLAIR, P/N 250022-669",PAI,1
JAS,COSC-H8000-01,"Job for Mechanic Air compressor sullair model LS100-40XH 8,000 hr service",100,1002472,"ELEMENT, FILTER, TYPE AIR, FOR WPA AIR COMPRESSOR, MFG SULLAIR, P/N 02250125-372",EA,1
JAS,COSC-H8000-01,"Job for Mechanic Air compressor sullair model LS100-40XH 8,000 hr service",120,1002613,"ELEMENT, FILTER, TYPE OIL - SPIN-ON, FOR WPA AIR COMPRESSOR, MFG SULLAIR, P/N 250025-525",EA,1
JAS,COSC-H8000-01,"Job for Mechanic Air compressor sullair model LS100-40XH 8,000 hr service",130,1003485,"GREASE, TEMP RTG -30 TO 130DEG.C, THICKENER LITHIUM, VISC RTG 100, COLOR SMOOTH AMBER/18KG, MFG SHELL, P/N GADUS S2 V100 2",PAI,0.01
JAS,COSC-H8000-01,"Job for Mechanic Air compressor sullair model LS100-40XH 8,000 hr service",220,1002614,"ELEMENT, FILTER, TYPE AIR/OIL SEPARATOR - PRIMARY, FOR WPA AIR COMPRESSOR, MFG SULLAIR, P/N 02250137-895",EA,1
JAS,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,1004558,"PIG, TYPE HIGH DENSITY FOAM PIG, BORE SIZE 8.5 IN OD X 21 IN, MATL POLYURETHANE WITH PE REINFORCEMENT (CIRSS CROSS), MFG T.D.WILLIAMSON, P/N 01-1562-0308-5021",EA,1
JAS,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,1003638,"PIG, TYPE HIGH DENSITY FOAM PIG, BORE SIZE 8.5 IN OD X 21 IN, MATL POLYURETHANE WITH PE COATING, MFG T.D.WILLIAMSON, P/N 01-3802-0856-U7",EA,1
JAS,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,1004302,"PIG, TYPE HIGH DENSITY FOAM PIG, BORE SIZE 8.5 IN OD X 21 IN, MATL PLOYURETHANE WITH NYLON WIRE BRUSH, MFG DACON, P/N DPS14346",EA,1
JAS,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,1015489,"PIG, TYPE HIGH DENSITY W/COATING NOSE, FUNCTION PIG, BORE OD8.45 X LG 21IN. (18.25IN. SEALING LG), BARE FOAM BODY, COATING ON NOSE AND 1IN. SHOULDER, MATL POLYURETHANE, OPERATING TEMP -60 TO 200DEG.F, MFG PIG UNLIMITED, P/N HC-8.45-18.25-21",EA,1
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",170,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,2
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",140,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",150,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",160,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",200,1002916,"COOLANT, ENGINE, TYPE ETHYLENE GLYCOL, CONTAINER 5 GAL, MFG CUMMINS, P/N CC2848",PAI,1
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",220,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,1
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",230,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,2
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",240,1002596,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 319.02 X 687.32MM., MFG FLEETGUARD, P/N AF4674",PCS,2
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",250,1002598,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 187.45 X 644.65MM., MFG FLEETGUARD, P/N AF4675",PCS,2
JAS,CEDE-H2000-01,"Job for Mechanic Cummins engine model QST30-G4 2,000 hr service",170,1016043,"ELEMENT, COOLANT FILTER, EXTENDEDER, THREAD SIZE 11/16-16 UN-2B  FOR KTA50 ENGINE, MFG CUMMINS, P/N WF2121",EA,2
JAS,WHCP-Y01-01,Job for E&I Tech Wellhead control panel annual service,60,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.5
JAS,CRDO-H250-01,"Job for Mechanic Nautilius marine crane boom, gantry & Sheaves/cables&blocks  250 hr or 3 monthly service",61,1003576,"GREASE, TYPE CARDIUM COMPOUND, WIRE ROPE, TEMP RTG 210DEG.C, VISC RTG 200MM2/S, COLOR BLACK, CONTAINER /180KG.(DR.ONLY), MFG SHELL, P/N GADUS S1 OG 200",PAI,0.25
JAS,PUCE-H2000-01,"Job for Mechanic Flowserve pump model 4HPX15A/ERPN 80-400 2,000 hr or 6-monthly service",90,1003684,"OIL, INDUSTRIAL, TYPE TURBO T, VISC RTG 100, FLASH POINT >250DEG.C, CONTAINER PAIL PER 18L",PAI,0.55
JAS,PUCE-W02-01,Job for Mechanic GOULDS Closed drain booster pump 2-weekly service,60,1002647,"OIL, TYPE TELLUS S2 MX68, VISC RTG 68, FLASH POINT 235DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N TELLUS S2 M68/20L",PAI,0.25
JAS,PUCE-M01-01,Job for Mechanic GOULDS Closed drain booster pump monthly service,60,1002647,"OIL, TYPE TELLUS S2 MX68, VISC RTG 68, FLASH POINT 235DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N TELLUS S2 M68/20L",PAI,0.25
JAS,PUSC-W02-01,Job for Mechanic Moyno closed drain pump 2-weekly service,70,1002647,"OIL, TYPE TELLUS S2 MX68, VISC RTG 68, FLASH POINT 235DEG.C, CONTAINER PAIL 20L, MFG SHELL, P/N TELLUS S2 M68/20L",PAI,0.1
JAS,EGMD-H4000-01,"Job for E&I Tech Generator stamford PI734,HCI 634K 4,000 hr service",110,1002714,"GREASE, INDUSTRIAL, TYPE ASONIC, TEMP RTG -40 TO 180DEG.C, THICKENER ESTER OIL/POLYUREA, VISC RTG 68, COLOR BEIGE, TIN SIZE 1KG., MFG KLUBER, P/N GHY72",TIN,0.2
JAS,PUPG-M03-02,Job for Mechanic Milton Roy Milroyal B/D pump 3-monthly service,20,1002716,"OIL, TYPE OMALA S2 G, VISC RTG 460, FLASH POINT 260 DEG C, CONTAINER PAIL/20L, MFG SHELL, P/N OMALA S2 G 460/20 L",PAI,0.25
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",170,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,2
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",40,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",100,1002518,"ELEMENT, FILTER, TYPE OIL - SPIN-ON, SIZE 120.27 X 287.27 MM, MFG FLEETGUARD, P/N LF3325",PCS,5
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",110,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",120,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,3
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",160,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,2
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",180,1002655,"ELEMENT, FILTER, TYPE AIR PRIMARY, SIZE 384.05 X 622.3MM., MFG FLEETGUARD, P/N AF25544",PCS,2
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",190,1002656,"ELEMENT, FILTER, TYPE AIR SECONDARY, SIZE 251.21 X 596.9MM., MFG FLEETGUARD, P/N AF25545",PCS,2
JAS,CEDE-H250-02,"Job for MTN Cummins engine model KTA-50-G9, 250 hrs(without eliminator)service",170,1016043,"ELEMENT, COOLANT FILTER, EXTENDEDER, THREAD SIZE 11/16-16 UN-2B  FOR KTA50 ENGINE, MFG CUMMINS, P/N WF2121",EA,2
